"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch","dist_to_median"
"IE06","IE",2019,1.64,17.4,173.49,"High Fert / Low Spend",50.94370999999998
"ITC2","IT",2017,1.35592,17.2,123.62,"Low Priority Region",100.87037
"DK05","DK",2018,1.77,19.2,237.65,"Balanced Investment",13.573710000000013
"FI1B","FI",2018,1.33,11.1,173.5,"Low Priority Region",51.01628999999999
"CZ02","CZ",2018,1.74,9.4,253.9,"Balanced Investment",29.79371000000001
"ITC1","IT",2017,1.34908,18.4,123.62,"Low Priority Region",100.87720999999999
"CZ05","CZ",2018,1.74,11.6,253.9,"Balanced Investment",29.79371000000001
"IE05","IE",2019,1.76,21,173.49,"High Fert / Low Spend",51.063709999999986
"FI1B","FI",2018,1.33,11.1,173.5,"Low Priority Region",51.01628999999999
"ITH4","IT",2017,1.31574,13.1,123.62,"Low Priority Region",100.91054999999999
"SK02","SK",2017,1.34,12.9,227.77,"High Investment, Low Fertility",3.6362900000000167
"BG34","BG",2018,2.10184,36.2,194.94,"High Fert / Low Spend",29.955549999999995
"HU32","HU",2019,1.73,26,204.71,"High Fert / Low Spend",19.813709999999986
"BG33","BG",2017,1.68931,40.4,172.24,"High Fert / Low Spend",52.24301999999999
"HU33","HU",2018,1.55,22.2,244.07,"Balanced Investment",19.77371
"BG41","BG",2017,1.45777,26,172.24,"Low Priority Region",52.148519999999984
"EL62","EL",2019,1.55,22.3,254.33,"Balanced Investment",30.03371000000002
"RO41","RO",2017,1.63,52.5,123.5,"High Fert / Low Spend",100.92371
"ES12","ES",2018,1.02771,21.8,237.2,"High Investment, Low Fertility",13.378579999999996
"EL43","EL",2019,1.54,30.5,172.18,"High Fert / Low Spend",52.15370999999999
"BG34","BG",2018,2.10184,36.2,194.94,"High Fert / Low Spend",29.955549999999995
"ITI1","IT",2017,1.29473,17.4,123.62,"Low Priority Region",100.93155999999999
"IE05","IE",2019,1.76,21,254,"Balanced Investment",29.913710000000005
"EL41","EL",2019,1.6,30.7,172.18,"High Fert / Low Spend",52.213709999999985
"EL62","EL",2019,1.55,22.3,172.18,"High Fert / Low Spend",52.16370999999999
"ES30","ES",2019,1.21957,20.2,324.95,"High Investment, Low Fertility",100.93672
"ES11","ES",2018,1.04073,24.1,237.2,"High Investment, Low Fertility",13.365559999999995
"EL43","EL",2019,1.54,30.5,254.33,"Balanced Investment",30.02371000000002
"IE04","IE",2019,1.87,26.4,254,"Balanced Investment",30.02371000000001
"EL63","EL",2019,1.32,39.8,172.18,"Low Priority Region",52.34628999999999
"HU22","HU",2018,1.47,12.4,244.07,"High Investment, Low Fertility",19.80629
"BG32","BG",2017,1.71635,43,172.24,"High Fert / Low Spend",52.27005999999999
"BG33","BG",2017,1.68931,40.4,172.24,"High Fert / Low Spend",52.24301999999999
"ITI2","IT",2017,1.25818,16.1,123.62,"Low Priority Region",100.96810999999998
"HU23","HU",2018,1.57,26.7,244.07,"Balanced Investment",19.79371
"EL43","EL",2018,1.52,34.8,172.03,"Low Priority Region",52.29628999999999
"EL43","EL",2019,1.54,30.5,254.33,"Balanced Investment",30.02371000000002
"ITF4","IT",2017,1.25093,36.7,123.62,"Low Priority Region",100.97536
"IE04","IE",2019,1.87,26.4,254,"Balanced Investment",30.02371000000001
"EL30","EL",2019,1.35,24.5,172.18,"Low Priority Region",52.31628999999999
"EL42","EL",2018,1.54,31.6,172.03,"High Fert / Low Spend",52.303709999999995
"RO11","RO",2017,1.7,35.6,123.5,"High Fert / Low Spend",100.99371
"LT01","LT",2019,1.35689,20.2,226.01,"High Investment, Low Fertility",1.8593999999999977
"EL41","EL",2019,1.6,30.7,254.33,"Balanced Investment",30.083710000000018
"LT02","LT",2019,1.46291,27.6,204.54,"Low Priority Region",19.84338
"EL52","EL",2019,1.27,30.6,172.18,"Low Priority Region",52.396289999999986
"DK05","DK",2018,1.77,19.2,237.65,"Balanced Investment",13.573710000000013
"EL52","EL",2019,1.27,30.6,254.33,"High Investment, Low Fertility",30.26629000000002
"EL65","EL",2019,1.32,35.1,254.33,"High Investment, Low Fertility",30.21629000000002
"SK01","SK",2019,1.65,6.8,325.24,"Balanced Investment",101.04371000000002
"IE06","IE",2018,1.66,17.9,237.63,"Balanced Investment",13.443710000000003
"EL51","EL",2019,1.3,34,172.18,"Low Priority Region",52.366289999999985
"EL41","EL",2019,1.6,30.7,254.33,"Balanced Investment",30.083710000000018
"SK04","SK",2019,1.69,19.7,325.24,"Balanced Investment",101.08371000000001
"HU32","HU",2018,1.69,27.1,244.07,"Balanced Investment",19.913710000000002
"HR04","HR",2018,1.49,22.6,171.97,"Low Priority Region",52.386289999999995
"EL61","EL",2019,1.28,28.3,172.18,"Low Priority Region",52.38628999999999
"ITG2","IT",2017,1.07838,37.2,123.62,"Low Priority Region",101.14790999999998
"EL52","EL",2019,1.27,30.6,231.32,"High Investment, Low Fertility",7.25629
"EL30","EL",2019,1.35,24.5,254.33,"High Investment, Low Fertility",30.18629000000002
"EL42","EL",2019,1.62,30.1,254.33,"Balanced Investment",30.10371000000002
"EL61","EL",2018,1.32,32.9,172.03,"Low Priority Region",52.496289999999995
"SK03","SK",2017,1.45,17.5,244.07,"High Investment, Low Fertility",19.82629
"BG31","BG",2017,1.85291,47.4,172.24,"High Fert / Low Spend",52.40661999999998
"EL53","EL",2019,1.26,33.6,172.18,"Low Priority Region",52.406289999999984
"ES64","ES",2019,2.0991,39.7,324.95,"Balanced Investment",101.20281
"HU12","HU",2018,1.6,14.3,244.07,"Balanced Investment",19.82371
"EL54","EL",2019,1.24,26.8,172.18,"Low Priority Region",52.42628999999999
"EL30","EL",2019,1.35,24.5,254.33,"High Investment, Low Fertility",30.18629000000002
"RO21","RO",2017,2.16,49.6,123.5,"High Fert / Low Spend",101.45370999999999
"EL42","EL",2019,1.62,30.1,254.33,"Balanced Investment",30.10371000000002
"EL30","EL",2018,1.36,27,172.03,"Low Priority Region",52.45628999999999
"HR03","HR",2018,1.43,21.2,171.97,"Low Priority Region",52.44629
"HR04","HR",2017,1.43,24.8,122.93,"Low Priority Region",101.48628999999998
"EL61","EL",2019,1.28,28.3,231.32,"High Investment, Low Fertility",7.24629
"EL63","EL",2019,1.32,39.8,254.33,"High Investment, Low Fertility",30.21629000000002
"HU31","HU",2019,1.83,26.7,204.71,"High Fert / Low Spend",19.913709999999984
"ITH2","IT",2017,1.4863,17.1,171.75,"Low Priority Region",52.609989999999996
"SK04","SK",2017,1.65,20.1,244.07,"Balanced Investment",19.87371
"EL63","EL",2018,1.29,41.1,172.03,"Low Priority Region",52.52628999999999
"EL52","EL",2019,1.27,30.6,254.33,"High Investment, Low Fertility",30.26629000000002
"ES24","ES",2017,1.32689,16.2,122.93,"Low Priority Region",101.58939999999998
"DK01","DK",2018,1.65,19.6,237.65,"Balanced Investment",13.453710000000012
"EL64","EL",2019,1.12,28.3,172.18,"Low Priority Region",52.546289999999985
"EL65","EL",2019,1.32,35.1,254.33,"High Investment, Low Fertility",30.21629000000002
"ES42","ES",2017,1.30795,34.9,122.93,"Low Priority Region",101.60833999999998
"EL63","EL",2019,1.32,39.8,254.33,"High Investment, Low Fertility",30.21629000000002
"EL64","EL",2018,1.23,28.7,172.03,"Low Priority Region",52.58628999999999
"EL53","EL",2018,1.26,36.5,172.03,"Low Priority Region",52.55628999999999
"ITC2","IT",2018,1.38873,13.1,122.81,"Low Priority Region",101.64755999999998
"DK01","DK",2018,1.65,19.6,237.65,"Balanced Investment",13.453710000000012
"EL61","EL",2019,1.28,28.3,254.33,"High Investment, Low Fertility",30.256290000000018
"EL51","EL",2019,1.3,34,254.33,"High Investment, Low Fertility",30.236290000000018
"ITG1","IT",2017,1.37181,48.9,171.75,"Low Priority Region",52.72447999999999
"HU31","HU",2019,1.83,26.7,204.71,"High Fert / Low Spend",19.913709999999984
"BG41","BG",2019,1.53127,22.7,171.69,"High Fert / Low Spend",52.63498
"HR04","HR",2017,1.43,24.8,171.8,"Low Priority Region",52.616289999999985
"RO31","RO",2018,1.74,45.6,122.86,"High Fert / Low Spend",101.67371
"SK01","SK",2017,1.66,9.9,244.07,"Balanced Investment",19.88371
"HR03","HR",2017,1.39,21.6,171.8,"Low Priority Region",52.656289999999984
"EL61","EL",2019,1.28,28.3,254.33,"High Investment, Low Fertility",30.256290000000018
"ITH3","IT",2018,1.34451,13.2,122.81,"Low Priority Region",101.69178
"EL51","EL",2019,1.3,34,254.33,"High Investment, Low Fertility",30.236290000000018
"BG34","BG",2017,2.10908,39.9,172.24,"High Fert / Low Spend",52.66278999999999
"BG34","BG",2017,2.10908,39.9,172.24,"High Fert / Low Spend",52.66278999999999
"ITH1","IT",2018,1.72907,12.7,122.81,"High Fert / Low Spend",101.71278
"SK02","SK",2019,1.4,10.2,224.33,"High Investment, Low Fertility",0.13629000000001934
"NL42","NL",2019,1.43,15.5,203.74,"Low Priority Region",20.676289999999984
"HU11","HU",2019,1.19,17.1,204.71,"Low Priority Region",19.946289999999983
"ITF6","IT",2017,1.30506,43.9,171.75,"Low Priority Region",52.79122999999999
"DK04","DK",2018,1.81,15.8,237.65,"Balanced Investment",13.613710000000012
"EL30","EL",2018,1.36,27,193.91,"Low Priority Region",30.576289999999997
"LT02","LT",2017,1.59857,32.4,194.02,"High Fert / Low Spend",30.372279999999982
"NL12","NL",2018,1.71,16.3,279.82,"Balanced Investment",55.68371
"EL43","EL",2018,1.52,34.8,216.76,"Low Priority Region",7.566290000000002
"SK01","SK",2017,1.66,9.9,192.95,"High Fert / Low Spend",31.503710000000005
"EL43","EL",2018,1.52,34.8,203.8,"Low Priority Region",20.52628999999998
"RO22","RO",2018,1.84,50.3,122.86,"High Fert / Low Spend",101.77371
"DK01","DK",2017,1.67,18.9,244.48,"Balanced Investment",20.303709999999995
"ITH4","IT",2017,1.31574,13.1,171.75,"Low Priority Region",52.78054999999999
"ITC1","IT",2017,1.34908,18.4,171.75,"Low Priority Region",52.747209999999995
"ITI1","IT",2018,1.2608,17.9,122.81,"Low Priority Region",101.77548999999999
"SI04","SI",2018,1.58,13.3,228.24,"Balanced Investment",3.973710000000016
"LT01","LT",2017,1.49406,23.1,194.02,"Low Priority Region",30.33222999999998
"EL54","EL",2019,1.24,26.8,254.33,"High Investment, Low Fertility",30.29629000000002
"BG32","BG",2019,1.77018,37.6,171.69,"High Fert / Low Spend",52.873889999999996
"SK03","SK",2018,1.48,18.6,209.93,"Low Priority Region",14.436289999999985
"ITI1","IT",2017,1.29473,17.4,171.75,"Low Priority Region",52.801559999999995
"ITI4","IT",2017,1.30127,26.7,171.75,"Low Priority Region",52.795019999999994
"ES11","ES",2017,1.11971,23,122.93,"Low Priority Region",101.79657999999999
"DK02","DK",2018,1.83,16.8,237.65,"Balanced Investment",13.633710000000013
"ITI3","IT",2017,1.26097,20.9,171.75,"Low Priority Region",52.835319999999996
"LT01","LT",2017,1.49406,23.1,194.02,"Low Priority Region",30.33222999999998
"ITI3","IT",2018,1.22736,16.1,122.81,"Low Priority Region",101.80892999999999
"EL54","EL",2019,1.24,26.8,254.33,"High Investment, Low Fertility",30.29629000000002
"ITF1","IT",2017,1.25286,28.2,171.75,"Low Priority Region",52.84342999999999
"ITI2","IT",2017,1.25818,16.1,171.75,"Low Priority Region",52.83810999999999
"ITF1","IT",2018,1.2048,25.8,122.81,"Low Priority Region",101.83148999999999
"SI04","SI",2019,1.55,10.8,228.14,"Balanced Investment",3.8437099999999935
"EL64","EL",2019,1.12,28.3,254.33,"High Investment, Low Fertility",30.416290000000018
"DK01","DK",2017,1.67,18.9,244.48,"Balanced Investment",20.303709999999995
"BG31","BG",2019,1.90808,41.6,171.69,"High Fert / Low Spend",53.01179
"LT01","LT",2019,1.35689,20.2,204.54,"Low Priority Region",19.9494
"ITF2","IT",2017,1.20144,35,171.75,"Low Priority Region",52.89484999999999
"EL41","EL",2018,1.63,31.9,193.91,"High Fert / Low Spend",30.513709999999996
"ITF2","IT",2018,1.10607,25,122.81,"Low Priority Region",101.93021999999999
"DK03","DK",2018,1.78,15.7,237.65,"Balanced Investment",13.583710000000012
"BG33","BG",2019,1.83009,33.7,171.69,"High Fert / Low Spend",52.9338
"EL43","EL",2018,1.52,34.8,193.91,"Low Priority Region",30.416289999999996
"ITC4","IT",2017,1.40535,16.9,326.22,"High Investment, Low Fertility",102.02094000000004
"LT02","LT",2017,1.59857,32.4,194.02,"High Fert / Low Spend",30.372279999999982
"BG42","BG",2019,1.87979,38.1,171.69,"High Fert / Low Spend",52.98349999999999
"BG33","BG",2019,1.83009,33.7,171.69,"High Fert / Low Spend",52.9338
"RO22","RO",2017,1.89,52.4,122.63,"High Fert / Low Spend",102.05371
"EL62","EL",2018,1.6,26.2,216.76,"High Fert / Low Spend",7.633710000000002
"EL62","EL",2018,1.6,26.2,193.91,"High Fert / Low Spend",30.483709999999995
"EL64","EL",2019,1.12,28.3,254.33,"High Investment, Low Fertility",30.416290000000018
"CZ07","CZ",2018,1.71,12.5,277.61,"Balanced Investment",53.47371000000002
"HU11","HU",2018,1.21,16.5,244.07,"High Investment, Low Fertility",20.06629
"ITG2","IT",2017,1.07838,37.2,171.75,"Low Priority Region",53.01790999999999
"BG31","BG",2019,1.90808,41.6,171.69,"High Fert / Low Spend",53.01179
"ITH4","IT",2017,1.31574,13.1,326.22,"High Investment, Low Fertility",102.11055000000003
"HU31","HU",2018,1.84,31.3,244.07,"Balanced Investment",20.06371
"BG34","BG",2019,2.15573,37.9,171.69,"High Fert / Low Spend",53.25944
"CZ01","CZ",2019,1.52,7.7,254.79,"High Investment, Low Fertility",30.47629
"ITI4","IT",2017,1.30127,26.7,326.22,"High Investment, Low Fertility",102.12502000000003
"EL42","EL",2018,1.54,31.6,193.91,"High Fert / Low Spend",30.423709999999996
"CZ04","CZ",2018,1.66,17,277.61,"Balanced Investment",53.42371000000002
"CZ01","CZ",2018,1.56,8.3,277.61,"Balanced Investment",53.32371000000002
"ITI3","IT",2017,1.26097,20.9,326.22,"High Investment, Low Fertility",102.16532000000004
"IE05","IE",2019,1.76,21,223.09,"High Fert / Low Spend",1.4637099999999899
"CZ08","CZ",2019,1.66,15.1,254.79,"Balanced Investment",30.60371
"DK03","DK",2017,1.82,17.6,244.48,"Balanced Investment",20.453709999999997
"CZ06","CZ",2018,1.76,11.3,277.61,"Balanced Investment",53.52371000000002
"IE05","IE",2018,1.85,22.6,237.63,"Balanced Investment",13.633710000000002
"CZ05","CZ",2019,1.76,12.4,254.79,"Balanced Investment",30.703709999999997
"EL51","EL",2018,1.32,33.5,193.91,"Low Priority Region",30.616289999999996
"ES51","ES",2019,1.26909,18.8,122.31,"Low Priority Region",102.26719999999999
"DK04","DK",2018,1.81,15.8,237.65,"Balanced Investment",13.613710000000012
"IE06","IE",2018,1.66,17.9,277.68,"Balanced Investment",53.493710000000014
"EL65","EL",2018,1.35,29.2,193.91,"Low Priority Region",30.586289999999998
"ES52","ES",2019,1.23134,28.2,122.31,"Low Priority Region",102.30494999999999
"DK02","DK",2017,1.83,17.9,244.48,"Balanced Investment",20.463709999999995
"CZ02","CZ",2018,1.74,9.4,277.61,"Balanced Investment",53.50371000000002
"CZ05","CZ",2018,1.74,11.6,277.61,"Balanced Investment",53.50371000000002
"ITG2","IT",2017,1.07838,37.2,326.22,"High Investment, Low Fertility",102.34791000000003
"EL43","EL",2018,1.52,34.8,216.76,"Low Priority Region",7.566290000000002
"EL61","EL",2018,1.32,32.9,193.91,"Low Priority Region",30.616289999999996
"HR04","HR",2019,1.49,21.6,193.75,"Low Priority Region",30.606289999999994
"FI1D","FI",2019,1.44,17.8,277.86,"High Investment, Low Fertility",53.62629000000002
"DK05","DK",2017,1.81,18.4,244.48,"Balanced Investment",20.443709999999996
"HR03","HR",2017,1.39,21.6,170.93,"Low Priority Region",53.52628999999999
"EL43","EL",2018,1.52,34.8,277.84,"High Investment, Low Fertility",53.52628999999998
"CH02","CH",2017,1.53,19.7,121.88,"High Fert / Low Spend",102.44371
"DK05","DK",2017,1.81,18.4,244.48,"Balanced Investment",20.443709999999996
"HR03","HR",2019,1.42,19.4,170.84,"Low Priority Region",53.58628999999999
"CZ07","CZ",2019,1.67,12.8,254.79,"Balanced Investment",30.613709999999998
"CH01","CH",2017,1.52,20.4,121.88,"Low Priority Region",102.44629
"HR04","HR",2019,1.49,21.6,193.75,"Low Priority Region",30.606289999999994
"EL41","EL",2018,1.63,31.9,277.84,"Balanced Investment",53.62370999999998
"EL62","EL",2018,1.6,26.2,277.84,"Balanced Investment",53.59370999999998
"CH05","CH",2017,1.54,17.9,121.88,"High Fert / Low Spend",102.45371
"EL64","EL",2019,1.12,28.3,231.32,"High Investment, Low Fertility",7.40629
"CZ04","CZ",2019,1.71,19.7,254.79,"Balanced Investment",30.65371
"DK04","DK",2017,1.83,16,244.48,"Balanced Investment",20.463709999999995
"EL51","EL",2018,1.32,33.5,277.84,"High Investment, Low Fertility",53.726289999999985
"DK03","DK",2017,1.82,17.6,244.48,"Balanced Investment",20.453709999999997
"IE05","IE",2018,1.85,22.6,277.68,"Balanced Investment",53.68371000000001
"EL53","EL",2018,1.26,36.5,193.91,"Low Priority Region",30.676289999999998
"PL63","PL",2019,1.62,15,326.74,"Balanced Investment",102.51371000000002
"IE06","IE",2018,1.66,17.9,237.81,"Balanced Investment",13.62371000000001
"EL65","EL",2018,1.35,29.2,277.84,"High Investment, Low Fertility",53.69628999999998
"EL63","EL",2018,1.29,41.1,193.91,"Low Priority Region",30.646289999999997
"PL84","PL",2019,1.42,20.5,326.74,"High Investment, Low Fertility",102.52629000000002
"CZ01","CZ",2019,1.52,7.7,254.95,"High Investment, Low Fertility",30.636289999999995
"IE04","IE",2018,1.89,25.2,277.68,"Balanced Investment",53.72371000000001
"IE04","IE",2018,1.89,25.2,277.68,"Balanced Investment",53.72371000000001
"PL51","PL",2019,1.38,14.1,326.74,"High Investment, Low Fertility",102.56629000000001
"ES64","ES",2018,2.26992,23.5,237.2,"Balanced Investment",13.623629999999995
"HR03","HR",2019,1.42,19.4,193.75,"Low Priority Region",30.676289999999995
"EL52","EL",2018,1.28,29.3,193.91,"Low Priority Region",30.656289999999995
"FI1B","FI",2019,1.28,9.4,277.86,"High Investment, Low Fertility",53.78629000000002
"DK02","DK",2017,1.83,17.9,244.48,"Balanced Investment",20.463709999999995
"EL63","EL",2018,1.29,41.1,277.84,"High Investment, Low Fertility",53.75628999999998
"HR04","HR",2018,1.49,22.6,170.63,"Low Priority Region",53.72629
"PL71","PL",2019,1.36,17.1,326.74,"High Investment, Low Fertility",102.58629000000002
"DK04","DK",2017,1.83,16,244.48,"Balanced Investment",20.463709999999995
"FI1C","FI",2019,1.3,14.7,277.86,"High Investment, Low Fertility",53.76629000000002
"HR03","HR",2019,1.42,19.4,193.75,"Low Priority Region",30.676289999999995
"PL62","PL",2019,1.35,23.7,326.74,"High Investment, Low Fertility",102.59629000000001
"CZ03","CZ",2019,1.72,9.3,254.79,"Balanced Investment",30.66371
"EL53","EL",2018,1.26,36.5,277.84,"High Investment, Low Fertility",53.78628999999998
"FI1C","FI",2019,1.3,14.7,277.86,"High Investment, Low Fertility",53.76629000000002
"PL81","PL",2019,1.34,28.5,326.74,"High Investment, Low Fertility",102.60629000000002
"IE06","IE",2019,1.64,17.4,223.09,"High Fert / Low Spend",1.3437099999999897
"EL64","EL",2018,1.23,28.7,193.91,"Low Priority Region",30.706289999999996
"EL42","EL",2018,1.54,31.6,203.8,"High Fert / Low Spend",20.53370999999998
"HU21","HU",2017,1.55,20.1,170.2,"High Fert / Low Spend",54.143710000000006
"LT02","LT",2018,1.54059,31.1,210.61,"High Fert / Low Spend",13.72429999999998
"FI1B","FI",2018,1.33,11.1,193.58,"Low Priority Region",30.936289999999982
"CZ08","CZ",2019,1.66,15.1,254.95,"Balanced Investment",30.763709999999996
"LT01","LT",2017,1.49406,23.1,121.31,"Low Priority Region",103.04222999999999
"EL62","EL",2018,1.6,26.2,216.76,"High Fert / Low Spend",7.633710000000002
"RO32","RO",2019,1.55,21.7,170.3,"High Fert / Low Spend",54.04370999999998
"NL31","NL",2019,1.62,15.1,203.74,"High Fert / Low Spend",20.673709999999986
"SI04","SI",2019,1.55,10.8,327.63,"Balanced Investment",103.33371
"NL41","NL",2019,1.55,13.8,203.74,"High Fert / Low Spend",20.603709999999985
"RO41","RO",2019,1.64,42.2,170.3,"High Fert / Low Spend",54.13370999999998
"RO42","RO",2019,1.58,24,170.3,"High Fert / Low Spend",54.073709999999984
"ES62","ES",2019,1.49064,33.4,120.43,"Low Priority Region",103.92564999999999
