Country Or Territory,NUTS Code,NUTS Name,Degree Of Urbanisation,Year,Air Pollutant,Data Aggregation Id,Scenario,Category,Outcome,Health Indicator,Sex,Description Of Age Group,Affected  Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Value,Value - lower CI,Value - upper CI,Value for 100k Of Affected Population,Value for 100k Of Affected Population - lower CI,Value for 100k Of Affected Population - upper CI
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1075008","4455.5","16.8","19.1","18422","14136","20492","1713","1315","1906"
"Spain","ES30","Comunidad de Madrid","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","4533875","1895.3","19.3","35.1","2725","1388","5254","60","30","115"
"Spain","ES30","Comunidad de Madrid","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","6486823","1895.3","7387.3","6130.5","4400","3483","5315","67","53","81"
"Spain","ES30","Comunidad de Madrid","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","4550902","1895.3","16.6","30.0","23141","11758","44843","508","258","985"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2662376","10145.5","3976.3","2730.9","806","637","974","30","23","36"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1867818","10145.5","4.6","12.0","1793","905","3518","96","48","188"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2685784","10145.5","3731.2","2805.9","75","59","91","2","2","3"
"Spain","ES41","Castilla y León","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1790976","10034.0","5.9","7.6","4686","3561","5239","261","198","292"
"Spain","ES41","Castilla y León","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2575287","10034.0","7055.2","6102.1","1757","1391","2122","68","54","82"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","570162","1546.8","3697.8","1753.2","10","8","12","1","1","2"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","398507","1546.8","8.0","10.4","202","153","225","50","38","56"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","571760","1546.8","4593.9","3215.1","18","14","22","3","2","4"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","402687","1546.8","6.7","13.2","36","18","72","9","4","17"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","575173","1546.8","4044.5","2960.7","190","150","230","33","26","40"
"Spain","ES21","País Vasco","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1519351","2522.3","9.4","11.4","9575","7294","10689","630","480","703"
"Spain","ES21","País Vasco","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2165673","2522.3","3829.3","2534.5","608","481","735","28","22","33"
"Spain","ES21","País Vasco","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2171744","2522.3","4833.8","3286.7","73","58","88","3","2","4"
"Romania","RO41","Sud-Vest Oltenia","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2030127","9688.0","6026.7","4880.7","149","117","180","7","5","8"
"Romania","RO41","Sud-Vest Oltenia","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2006419","9688.0","5286.6","3861.3","116","92","141","5","4","7"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1199331","6789.2","9.3","19.4","4856","2456","9495","404","204","791"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1066366","4455.5","16.7","20.8","19936","15320","22161","1869","1436","2078"
"Slovakia","SK04","Východné Slovensko","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1075008","4455.5","9.0","14.4","139","70","273","12","6","25"
"Spain","ES21","País Vasco","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1529551","2522.3","7.1","16.6","249","125","488","16","8","31"
"Spain","ES21","País Vasco","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1529551","2522.3","7.1","16.6","2707","1367","5307","176","89","347"
"Spain","ES21","País Vasco","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2184714","2522.3","4915.0","3259.1","71","56","86","3","2","3"
"Slovakia","SK02","Západné Slovensko","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1234261","5502.8","16.5","17.3","18600","14244","20711","1507","1154","1678"
"Slovakia","SK02","Západné Slovensko","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1243880","5502.8","12.6","13.4","13010","9928","14512","1045","798","1166"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","910708","5210.9","11.6","14.4","10619","8114","11837","1166","891","1299"
"Spain","ES41","Castilla y León","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1784276","10034.0","5.0","11.8","1430","721","2815","80","40","157"
"Spain","ES41","Castilla y León","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1802997","10034.0","4.9","11.3","119","60","234","6","3","13"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","664405","4440.4","9.2","18.3","146","74","286","22","11","43"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","954757","4440.4","7858.6","7039.0","71","56","86","7","5","9"
"Slovenia","SI04","Zahodna Slovenija","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","667431","4440.4","8.2","16.4","1283","648","2516","192","97","377"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2685784","10145.5","3731.2","2805.9","844","668","1020","31","24","37"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","398507","1546.8","7.0","15.6","642","324","1258","161","81","315"
"Spain","ES21","País Vasco","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2165673","2522.3","3829.3","2534.5","56","44","67","2","2","3"
"Spain","ES23","La Rioja","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","324931","521.4","4836.2","3434.4","123","97","149","38","30","46"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1867818","10145.5","6.8","9.1","7520","5723","8399","402","306","449"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1880358","10145.5","5.6","11.8","1559","786","3063","82","41","162"
"Spain","ES11","Galicia","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1880358","10145.5","5.7","8.4","6402","4867","7154","340","258","380"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1486038","1057.2","17.7","32.6","1226","623","2373","82","41","159"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2216474","1057.2","5374.8","5043.7","1971","1560","2382","88","70","107"
"Romania","RO32","Bucureşti - Ilfov","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2204012","1057.2","4293.4","3900.6","1532","1213","1852","69","55","84"
"Romania","RO41","Sud-Vest Oltenia","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1362743","9688.0","16.8","19.7","2762","2121","3071","202","155","225"
"Romania","RO42","Vest","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1199331","6789.2","9.3","19.4","424","214","830","35","17","69"
"Spain","ES30","Comunidad de Madrid","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","4533875","1895.3","19.3","35.1","28496","14516","54939","628","320","1211"
"Spain","ES30","Comunidad de Madrid","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","4533875","1895.3","10.3","13.0","3356","2560","3743","74","56","82"
"Spain","ES30","Comunidad de Madrid","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","4550902","1895.3","7.7","9.5","20311","15448","22692","446","339","498"
"Spain","ES41","Castilla y León","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1784276","10034.0","5.0","11.8","136","68","269","7","3","15"
"Spain","ES41","Castilla y León","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2552846","10034.0","6350.1","5895.1","153","121","186","6","4","7"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","400003","1546.8","10.1","12.3","270","206","302","67","51","75"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","400003","1546.8","10.1","12.3","2850","2173","3180","712","543","795"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","402687","1546.8","7.5","10.2","191","146","214","47","36","53"
"Spain","ES22","Comunidad Foral de Navarra","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","642837","1317.9","4523.9","3387.2","241","190","291","37","29","45"
"Spain","ES51","Cataluña","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","5218097","7503.2","11.6","28.2","23992","12199","46427","459","233","889"
"Spain","ES51","Cataluña","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","5237693","7503.2","8.9","12.4","3586","2735","4001","68","52","76"
"Spain","ES51","Cataluña","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","5272851","7503.2","10.2","25.2","20598","10456","39985","390","198","758"
"Slovakia","SK03","Stredné Slovensko","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1359980","5210.9","7508.3","5896.9","88","69","106","6","5","7"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","571760","1546.8","4593.9","3215.1","205","162","248","35","28","43"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","402687","1546.8","6.7","13.2","399","201","786","99","50","195"
"Spain","ES13","Cantabria","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","575173","1546.8","4044.5","2960.7","17","13","20","2","2","3"
"Slovakia","SK02","Západné Slovensko","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1854859","5502.8","5386.6","5253.7","1311","1038","1585","70","55","85"
"Slovakia","SK01","Bratislavský kraj","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","400567","699.5","14.6","15.2","424","324","472","105","80","118"
